others,url,v_news_content,title
"发布日期：2020-04-30    作者：周集     来源：文化与传播学院
        点击：",http://www.gxstnu.edu.cn/info/1024/10145.htm,"近日，由中共来宾市宣传部、市文联、市妇联、市人民医院主办，我校文化与传播学院等单位协办的来宾市抗击新冠肺炎疫情主题朗诵会在来宾书城一楼小剧场圆满举行。文化与传播学院党委书记陆文清出席了活动。,主题朗诵会分为《逆行篇》、《战“疫”篇》、《凯旋篇》三个篇章，抗击疫情的诗歌主要是由来宾市作家、诗人等创作完成，其中文化与传播学院周集、刘笳、湛贵玲等教师朗诵的诗歌《防护服下的你真的很美丽》是该院党委书记陆文清创作完成，作品内容感人至深，现场聆听朗诵的观众，尤其是赴武汉参加抗击疫情阻击的医务人员们深受感动。文化与传播学院教师黄菁竹还倾情演绎了原创作品《沿着春天的叶脉》。,诗歌朗诵《防护服下的你真的很美丽》,同时，本次活动还为荣获“来宾市三八红旗手”的集体和个人进行颁奖，文化与传播学院教师黄菁竹荣获“来宾市三八红旗手”荣誉称号。",【图文】文化与传播学院协办的来宾市抗击新冠肺炎疫情主题朗诵会圆满举行
"发布日期：2020-05-18    作者：罗钰娴     来源：校团委
        点击：",http://www.gxstnu.edu.cn/info/1024/10166.htm,"近日，共青团广西区委、广西青年联合会下发2019年度表彰文件，我校外国语学院英语本科专业2017级1班团支部荣获2019年度“广西五四红旗团支部（总支）”荣誉称号，文化与传播学院陈思玲同学荣获2019年度“广西优秀共青团员”荣誉称号。,外国语学院英语本科专业2017级1班团支部荣获2019年度“广西五四红旗团支部（总支）”荣誉称号,同时，在来宾市召开纪念五四运动101周年和建团98周年暨共青团来宾市四届三次全会（扩大）会议上，通报表扬了2019年共青团先进集体和个人。我校体育学院团委荣获2019年度“来宾市五四红旗团委”荣誉称号；外国语学院冯筱娣老师荣获2019年度“来宾市优秀共青团干部”；经济与管理学院吴卓纭、食品与生化工程学院孙菲璠、外国语学院张培等3名同学荣获2019年度“来宾市优秀共青团员”荣誉称号。,体育学院团委荣获2019年度“来宾市五四红旗团委”荣誉称号",喜讯：我校团学工作喜获区市级荣誉
"发布日期：2020-05-21    作者：文：程茂华 图：杨新士     来源：发展规划与学科建设处
        点击：",http://www.gxstnu.edu.cn/info/1024/10173.htm,"5月20日下午，学校在学术报告厅召开“十四五”事业发展规划编制工作动员部署会。校领导陈贵英、张鹏、吴江萍、陈翔、蓝海、梁梅、李栋学、胡国强，校长助理宋启军以及各机关教辅部门、二级学院主要负责人参加会议。会议由校党委书记陈贵英书记主持。,会议现场,陈贵英书记主持会议,会上，张鹏校长对学校“十四五”事业发展规划编制工作作了动员部署。张校长简要总结了学校“十三五”期间取得的成绩与存在不足，介绍了《广西科技师范学院“十四五”事业发展规划编制工作方案》，重点解读了规划编制的指导思想、编制原则、主要任务、规划体系、组织与进度安排、工作要求等方面内容。,张鹏校长要求，一是统一思想，充分认识学校规划编制工作的重大意义；二是统一认识，高标准、严要求开展学校“十四五”规划编制相关工作；三是在总结“十三五”的基础上，深刻领会规划编制的指导思想、准确把握规划编制的基本原则、要严格按进度安排推进规划编制，精心编制出一个凝聚人心、科学可行、具有前瞻性的学校“十四五”事业发展规划；四是加强调研，群策群力，扎实工作，根据规划编制要求和时间节点推进编制工作，为实现学校快速稳定发展作出积极贡献。,张鹏校长讲话,为确保学校“十四五”事业发展规划编制工作有序、高效进行，陈贵英书记在会上强调，一是统一思想，提高认识，把规划编制工作作为今年一项重要工作抓紧抓实；二是明确责任，协调配合，理顺好总规划与8个子规划的关系，制定各子规划编制工作方案，有步骤开展编制工作；三是加强调查研究，合理确定目标，科学编制规划；四是加强组织领导，统筹安排工作，按时完成任务。",【图文】学校召开“十四五”事业发展规划编制工作动员部署会
"发布日期：2020-05-21    作者：杨琪     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10177.htm,"5月20日，自治区党委组织部调研评估组组长、自治区高级人民法院党组成员、政治部主任蔡立华一行4人到我校开展激励干部担当作为系列文件贯彻落实情况工作调研。来宾市中级人民法院党组书记、院长覃子骅，市委组织部常务副部长韦绍壮陪同调研。学校领导陈贵英、张鹏、吴江萍、陈翔及相关部门负责人、干部代表参加了调研座谈会。张鹏校长主持会议。,座谈会现场,学校党委书记陈贵英代表学校向调研评估组作了工作汇报。陈书记从学习贯彻激励干部担当作为新政策、坚持按“好干部”标准选人用人、开展针对性强的干部教育培训、注重加强干部考核与绩效等挂钩、建立完善激励担当机制、落实关爱干部政策等6个方面介绍学校贯彻落实自治区系列文件精神的情况，同时提出下一步持续推进激励干部担当作为的意见建议。,蔡立华组长向与会人员介绍了开展调研评估工作的目的和重要意义，对我校激励干部担当作为、推动学校转型发展的举措给予肯定。他强调，要进一步激励干部担当作为，选拔敢于负责、勇于担当、善于作为、实绩突出的干部，贯彻落实好中央和自治区工作部署；要加强干部管理，努力建设高素质专业化干部队伍，充分激发、调动广大干部干事创业的热情和活力。,蔡立华组长在会上讲话,陈贵英书记在会上汇报工作,张鹏校长主持会议,与会人员分别从各自工作领域谈了体会和意见建议。会前，调研组到校史馆、大数据中心进行参观调研。,调研组参观校史馆,调研组在大数据中心调研",【图文】自治区党委组织部调研组到校调研激励干部担当作为系列文件贯彻落实情况
"发布日期：2020-05-22    作者：李浩     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10186.htm,"5月20日，由中共来宾市委宣传部组织开展的2020年全市理论宣讲比赛在市公安局报告厅举行。本次比赛竞争激烈，来自来宾市不同战线共20名选手参赛。我校马克思主义学院廖丽宁副教授、彭曦老师分别获得二等奖、三等奖，教育科学学院梁孟香同学、文传学院陈梅老师指导的吴怡颖同学分别获得二等奖、优秀奖。,在颁奖仪式上，来宾市委宣传部还对2019年度“学习强国”学习平台来宾市学习标兵前18名代表进行表扬，我校体育学院辅导员李小龙以15040分获全市年度“学习标兵”第一名。,李小龙（右一）获来宾市2019年度“学习强国”学习平台“学习标兵”",喜讯：我校师生选手在2020年来宾市理论宣讲比赛中喜获佳绩
"发布日期：2020-05-22    作者：林文强     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10187.htm,"5月21日，广西警察学院党委书记覃干超、总会计师叶露一行8人就食堂管理机制、服务模式、经营招标等工作到我校开展调研交流。我校党委书记陈贵英、总会计师胡国强及学校相关部门负责人参加了调研座谈会。,座谈会现场,会上，陈贵英书记代表学校对覃干超书记一行到访表示热烈欢迎，并简要介绍了我校的办学情况，希望双方以此次交流为契机，进一步加强沟通与合作，共同发展进步。胡国强总会计师介绍了我校食堂社会化经营管理模式相关情况。双方相关职能部门就食堂经营管理模式、食品原材料供应链及管理体系、食堂经营招投标、提高食堂服务质量等方面进行了深入交流。,陈贵英书记讲话,覃干超书记对我校热情接待表示感谢，希望通过这次考察交流，学习我校在食堂管理机制、服务模式等方面的经验，为广西警察学院进一步提高食堂管理水平提供了参考和借鉴。,广西警察学院党委书记覃干超讲话,会后，双方相关部门分别进行了对口交流。",【图文】广西警察学院党委书记覃干超率队到我校调研交流
"发布日期：2020-04-10    作者：滕祥臣     来源：科研管理处
        点击：",http://www.gxstnu.edu.cn/info/1024/10042.htm,"4月9日，科研管理处覃逸明处长、赖家胜副处长一行赴广西中沛光电科技有限公司进行考察交流。,交流会上，来宾市科学技术局局长方革指出，科技创新对来宾市高新企业高质量发展十分重要，企业要加强与高校合作，重视构建科研平台和自身科技创新，全面提升企业的竞争力；公司董事长吴少平表示，将继续加大对科技研发的投入，进一步深化政校企合作。覃逸明处长表示，在市政府的领导下，进一步深化校企合作，共克科技难关，积极推动和引导学校科研力量围绕地方企业的产业发展提供新的更大贡献。,会前，覃逸明处长一行参观了中沛光电的生产车间和研发中心。,参观研发中心,参观生产车间",【图文】科研管理处赴广西中沛光电科技有限公司进行考察交流
"发布日期：2020-04-10    作者：杨新士     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10043.htm,"4月9日，来宾市高校开学评估组组长、来宾市人民政府副秘书长孙明，副组长、市疾控中心主任姜新宁，副组长、市教育体育局副局长罗韦斌等8人组成的来宾市高校开学工作评估组到我校开展开学准备评估工作。学校领导张鹏、吴江萍、陈翔、蓝海、梁梅、李栋学、胡国强，校长助理宋启军以及学校新冠肺炎疫情防控领导小组指挥部各小组负责人参加会议。,来宾校区评估座谈会现场,柳州校区评估座谈会现场,孙明副秘书长一行先后实地检查了我校来宾校区、柳州校区的校门测温点、学生宿舍、校卫生院、隔离观察区、食堂、防疫物资储备仓库、教室，认真查看了开学准备工作材料，详细了解学校在疫情防控和开学筹备工作的情况。,在评估座谈会上，张鹏校长代表学校进行工作汇报，主要从组织领导、师生员工健康状况监测管理、防疫准备、防疫物资准备、返校准备、教学准备、应急准备等7个方面介绍了我校疫情防控及开学准备工作相关情况和当前面临的困难。,孙明副秘书长对我校疫情防控和开学准备工作给予了肯定。为切实做好开学准备工作，确保学校按时开学，他强调，一要抓好开学方案落实到位，把工作再抓实抓细抓紧，进一步细化疫情防控工作的各项措施，为开学复课做足准备工作；二要进一步压实疫情防控责任，切实增强政治意识、大局意识、责任意识、服务意识；三要加强与来宾市疫情防控指挥部、市疾控中心的对接联系，确保信息畅通；四要认真落实评估组指出的整改意见，对开学准备各项工作进行查缺补漏，确保各项工作有序推进。,张鹏校长在表态发言中表示，学校将认真落实评估组指出的整改意见和建议，进一步细化工作方案，把开学各项工作考虑的更加周全，落实工作更加到位，确保广大师生的生命安全和身体健康。,检查校门测温点,检查学生宿舍,检查校卫生院,检查隔离观察区,检查食堂,检查教室,查阅开学准备工作材料",【防控疫情】来宾市对我校开学准备工作进行评估指导
"发布日期：2020-04-14    作者：姜稳     来源：党委学生工作部
        点击：",http://www.gxstnu.edu.cn/info/1024/10058.htm,"4月13日上午，我校在科教楼西1-104开展了新冠肺炎疫情防控知识培训会，会议采取现场与视频直播相结合的形式，邀请来宾市人民医院感染科主任、副主任医师廖炯主讲。党委学生工作部、后勤管理与基本建设处及校团委相关负责人，全体二级学院分管学生工作的领导、全体一线兼职辅导员共100余人参加培训会。,廖炯医生在疫情防控知识讲座中，从什么是新型冠状病毒肺炎切入，解读冠状病毒的病原学特点、流行病学特点、临床特点和诊断标准、出院的标准及出院后的注意事项等。从专业的角度讲授了新型冠状病毒肺炎防护知识，并结合校园防疫工作特点从办公区域、宿舍、食堂等区域详细讲解了科学有效地应对疫情的方法和学校突发疫情应急处置流程。,培训会现场,通过此次培训，各部门相关人员比较系统掌握了正确处理学生在校期间各种突发状况时的工作流程，学会了正确规范的个人防护要领，切实提高学生工作队伍疫情防控知识水平，为共同打赢疫情防控阻击战奠定了坚实基础，全力保障师生生命安全和身体健康。,培训会现场",【防控疫情】学校开展新冠肺炎疫情防控知识培训会
"发布日期：2020-04-14    作者：滕祥臣     来源：科研管理处
        点击：",http://www.gxstnu.edu.cn/info/1024/10059.htm,"4月13日下午，我校在科教楼8楼会议室召开2020年学术委员会第一次全体会议，会议由学校学术委员会主任委员、校长张鹏主持，副主任委员、副校长梁梅及全体委员参加会议。,会上，委员们认真听取了相关部门的汇报，并进行了充分地讨论。会议审议并原则通过了《广西科技师范学院高等学校教师系列高、中级专业技术资格评审条件》《食品与生化工程学院学术委员会章程》，会议还审议通过了广西科技师范学院第一届学术委员会委员调整名单。,会议现场",【图文】学校召开2020年学术委员会第一次全体会议
"发布日期：2020-04-14    作者：杨新士     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10061.htm,"4月13日下午，来宾市委常委、组织部部长农毅一行4人到我校调研，并在科教楼7楼会议室举行调研座谈会。学校党委书记陈贵英、校党委副书记陈翔以及相关部门负责人参加会议。,陈贵英书记对农毅常委一行来校调研指导表示热烈欢迎，并简要介绍了我校的办学条件、办学规模、发展前景等基本情况，同时汇报了目前学校在人事管理、干部管理、办学经费等方面存在的困难，就理顺我校管理体制提出意见建议，希望来宾市给予更大支持。,农毅常委听取了学校的相关工作情况介绍后表示，市委组织部将尽力做好沟通协调工作，积极探索解决学校发展难题以及推动学校服务地方人才、科技支撑能力的有效机制和举措。,座谈会现场",【图文】来宾市委常委、组织部部长农毅一行到我校调研
"发布日期：2020-04-16    作者：杨新士     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10068.htm,"4月15日下午，我校在来宾校区图书馆学术报告厅召开2020年度党政工作部署会暨春季学期工作布置会。学校领导陈贵英、张鹏、吴江萍、陈翔、蓝海、梁梅、胡国强，校长助理宋启军以及全体中层干部参加会议。会议由校党委书记陈贵英主持。,会议现场,张鹏校长对学校2019年工作进行总结。张校长指出，2019年学校在教学科研、学科专业建设、师资队伍建设、招生就业工作、对外合作交流、管理服务等方面工作都取得了显著成绩。并指出工作存在问题和不足，明确下一步工作方向。就2020年工作，张校长指出，要主动适应新形势的要求，重点抓好顶层设计、内涵建设、招生就业、学科建设等方面工作，严守安全稳定底线。张校长还对2020年春季学期工作提出了具体要求，一是提高政治站位，切实增强春季开学疫情防控工作的紧迫感。二是科学研判形势，精准把握政策，严格按照要求做好各项工作。三是进一步压实责任，不留死角，确保疫情防控各种方案更具有可操作性，确保各项工作有序高效开展。,学校党委书记陈贵英在会上对2019年学校党政工作进行总结，对2020年学校党政工作进行部署。陈书记指出，2019年在上级党委、政府的坚强领导和学校各部门、各基层党组织的共同努力下，学校党政工作有序推进，特别是在理论武装、“不忘初心、牢记使命”主题教育、思政工作、基层党建、干部队伍建设、党风廉政建设和内涵建设、学科专业建设、招生就业工作、条件建设等方面工作成效明显。陈书记强调，2020年学校党政工作，一是全力抓好疫情防控工作，确保师生生命安全和身体健康。二是持续加强学校党的建设和内涵建设，推动党建工作与学校中心工作融合发展，不断提高办学水平。三是全力抓好党政工作的落实落地。要统一思想、提高认识，明确任务、抓好落实，担当作为、统筹推进，确保学校2020年党政工作目标如期实现。",【图文】学校召开2020年度党政工作部署会暨春季学期工作布置会
"发布日期：2020-03-23    作者：彭远贺、潘兴明、杨新士     来源：人民网
        点击：",http://www.gxstnu.edu.cn/info/1024/9999.htm,"“一个城里来的大学老师，肯定吃不了咱农村的苦。”2018年3月，广西科技师范学院的莫志超受组织委派，来到广西柳州市融水苗族自治县拱洞乡洋鸟村任第一书记，村民对于莫志超并不看好。,洋鸟村的情况也出乎莫志超的意料之外。“想象过贫穷，但是没有想到这么贫穷。”莫志超感慨地说，洋鸟村是个“纯苗寨”，共有546户农户，其中350户为贫困户，贫困发生率超过50%。,洋鸟村位于融水县拱洞乡最北部，山高路远，距离县城100多公里，距离乡政府所在地也有30公里。村民文化程度普遍较低，青壮年长期在外打工，村里剩下的只有老人和孩子，村民文化低、技能少，生活十分艰难。,“为村里做出实在的事，老百姓才认可我。”莫志超行动起来，到村里做的第一件事就是入户走访。从村头到村尾，莫志超与村民拉起了家常，了解他们的家庭情况、生产状况、困难疾苦、所盼所思。,莫志超（左一）与洋鸟村的村民熟如亲友。受访者供图,莫志超走访了洋鸟村的每家每户，在本子上记下每户的家庭位置、人数、生活状况……对于洋鸟村的整体情况，莫志超慢慢地了然于心，村民也渐渐地跟他熟悉起来。,初来乍到，莫志超就想着要轰轰烈烈干扶贫的事，跟村民熟了，他以为村里的扶贫工作就好开展了。然而，开始熟络之后，村民找莫志超解决的问题，不是这家的羊丢了，就是那两家闹矛盾了……,“这些看起来是小事，但在村民眼里却是大事。”办起村民的事情，莫志超总是多办一点，对行动不便的老人，遇上能帮忙的活儿就顺手帮忙；对患有疾病的困难村民，不仅给他们送医送药，还多次自己开车送到医院就医。,莫志超（左一）与工作队员给洋鸟村老人干活。受访者供图,一个人能做的事有限，村子富不富，关键还得看支部。,“刚来村里时候，村党支部软弱涣散，各项工作开展都比较困难。”莫志超说，以前村委班子不够团结，凝聚力也不强，被县里列为“软弱涣散村党组织”。后来的换届选举中，党员群众选出了新的“当家人”。,到洋鸟村后，莫志超注重加强村里的党组织建设，提升组织力，指导实行“星级化”管理，整治村党组织软弱涣散问题。,党组织强起来，村中脱贫大事走上正轨。,对涉及群众切身利益的危房改造、低保及村里的重大项目等，洋鸟村党支部召集驻村工作队员、村干部、五会治屯领导、群众代表、党员代表等开会，以公平、公正的原则，以讨论、投票等形式定夺事宜，使所有工作在“阳光下”运行，不断树立党组织和村干部的良好形象。,“刚来的时候，我看到村里大概95%的住房是木制吊脚楼，我便暗下决心，一定要村民有饭吃、有房住。”在刚进村走访的时候，发现很多村民住的是危房，莫志超看在眼里急在心里，村党组织强起来后，这个急迫的问题必须尽快解决。,统计认定、申报改造、开工建设、竣工验收……2018年以来，洋鸟村累计危房改造136户。“目前，危房改造户、易地搬迁户全部入住新房，全村都解决了住房稳固安全问题，并达到人均建筑面积不少于13平方米，住房保障率达到98%。”莫志超说，对于这些危房改造、异地移民搬迁户，驻村工作队每户入户不少于10次，真正把工作做实做细，切实让困难群众享受实实在在的政策福利。,莫志超（前右）帮助村民硬化道路。韦凌云摄,除了危房改造，村党支部强起来后，村里完成了村委综合楼、公共篮球场、道路硬化等建设目标，基础设施得到完善。,“与以前相比，现在我们的班子更团结，凝聚力更强，战斗力起来了。” 洋鸟村党支部书记杨高乡信心十足地说。对此，莫志超也倍感欣慰：“现在，村里的党组织起了作用，群众更有信心了。”,“走上产业道路，帮助老百姓挣钱，他们才能真正摆脱贫困。”莫志超深知，只有让村民们参与到产业发展中，才有持续增收的保障。,洋鸟村有山地、杉木、优质稻、禾花鲤、牛羊等资源，莫志超与“村两委”商议，就根据这些村里的资源特色想出路，挖掘当地生态资源优势，朝产业化方向重点发展本地优质稻、泉水螺、黑山羊、食用菌等种养产业，成立杨田种养专业合作社、兴丰养殖专业合作社、黄牛养殖合作社、勾藤种植合作社等专业种养合作社。合作社接收农户，带动群众发展产业。,莫志超（右一）陪同公司负责人到洋鸟村灵芝种植基地考察。韦凌云摄,为了做大做强村里的扶贫产业，莫志超依靠后盾单位广西科技师范学院等方面的支持，想方设法联系公司到洋鸟村投资发展种养产业。多方合力的推动下，洋鸟村以“党支部+合作社+公司+贫困户”的模式，大力发展产业，增加村民的家庭收入和村集体经济收入。,“由此，洋鸟村出现了一批致富带头人。”莫志超说，2019年，洋鸟村中草药大户梁正锋的灵芝种植基地种下的3万棒灵芝获得好收成，带动了十几户贫困户共同发展，实现了每户增加年收入6000元的目标，并继续扩大种植面积，把更多的贫困户纳入合作社。以点带面，洋鸟村的产业合作社正带领村民走上脱贫致富路。,脱贫攻坚，对于贫困群众来说，要挪穷窝、换穷业，还要拔穷根，教育扶贫是阻断贫困代际传递的治本之策。,“作为一名教师，我非常关注洋鸟村学校办学和困难家庭学生的学习。孩子是祖国的未来，把孩子的文化提高，才可能彻底解决贫困。”2018年以来，莫志超先后联系爱心机构对洋鸟小学开展捐资助学活动，捐赠价值8万余元的物资；通过各种渠道筹措资金100余万元，加强洋鸟小学的基础建设；联系社会热心人士，捐赠了一批书包、文具、鞋子、衣服等物资。,莫志超感谢爱心人士给洋鸟小学捐赠物资。韦凌云摄, ,走家串户的时候，莫志超总是喜欢带着各种读物、文具，发放给孩子们，不厌其烦地叮咛村里的孩子要认真学习。对于辍学在家的孩子，他和工作队员上门做思想工作，解决实际困难，确保特别贫困家庭的孩子吃穿不愁，安心上学。为了进一步控辍保学，莫志超还联系爱心人士对洋鸟村30个家庭特别困难的学生进行长期资助。,在干群合力下，如今，洋鸟村的脱贫攻坚工作取得了显著成效。截至2019年底，洋鸟村的350户贫困户已脱贫335户1698人，贫困发生率下降到2.11%，实现整村脱贫出列。,2019年，曾经的深度贫困村——洋鸟村被评为融水县文明村，而莫志超个人也荣获柳州市第二届“百佳工作队员”称号。,“烟雨蒙蒙下农家，吊脚楼边杜鹃花；诗人已无叹花句，花底笑语问桑麻。”面对荣誉时，莫志超以诗明志，坚定地说，“这是对我和洋鸟村全体村民的认可和肯定，既是表扬又是鞭策，是一份沉甸甸的责任。今后我们要以更加有力的举措、更务实的作风，全力打赢脱贫攻坚战！”",【转载人民网报道】广西融水：大学老师“问桑麻” 扶贫扶智富苗寨
"发布日期：2020-03-23    作者：文/图 林文强 周优军     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10002.htm,"3月23日上午，学校在科教楼七楼会议室召开地方政府专项债券建设项目专题推进会。校领导张鹏、蓝海、胡国强及校长办公室、发展规划与学科建设处、财务处、国有资产管理处、审计与督查处、后勤管理与基本建设处、实验实训中心等部门负责人参加会议。,会上，各部门分别汇报了所负责工作进展情况。张鹏校长强调，各部门要高度重视此次专债项目的建设，一定要合规、按期、高质量地完成相关重点项目的建设工作，要根据不同项目的原有条件，分别加快推进，倒排时间，争取于五月底校内重点建设项目具备开工条件。蓝海副校长就具体项目的推进，进一步作出部署。",【图文】学校召开地方政府专项债券建设项目专题推进会
"发布日期：2020-03-25    作者：叶有明、滕祥臣     来源：食品与生化工程学院、科研管理处
        点击：",http://www.gxstnu.edu.cn/info/1024/10003.htm,"为进一步推动落实厅市共建工作，3月24日，我校科研管理处处长覃逸明、食品与生化工程学院院长蒋才云、副院长叶有明一行3人到来宾市检验检测中心进一步落实共建广西无机材料绿色制备与应用重点实验室相关工作，来宾市检验检测中心主任韦敏，副主任韦兴宗及相关科室负责人参加会议。,会议现场,会上，蒋才云院长、叶有明副院长分别介绍了重点实验室的筹备过程，双方合作的主要事项及相关要求。覃逸明处长强调了共建重点实验室对双方的重要意义，并对申报进度提出了明确要求。市检验检测中心主任韦敏指出了共建重点实验室对中心今后发展的重要性，表示中心将全力配合我校完成重点实验室各项申报工作。,会后，我校一行人还参观了市检验检测中心的实验室。,参观实验室",【图文】科研管理处、食品与生化工程学院负责人到来宾市检验检测中心落实共建广西无机材料绿色制备与应用重点实验室相关工作
"发布日期：2020-03-25    作者：林文强     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10004.htm,"3月24日下午，我校在柳州校区举行新冠肺炎疫情防控应急演练。校长助理、柳州校区管委会主任宋启军、学生工作处、保卫处、离退休工作处、教务处、后勤管理与基本建设处等部门负责人及相关工作人员参加演练。,演练项目分别模拟校门口体温监测、检测发现返校学生、校内教职工人员各发现一名发热症状人员，学校立即启动应急预案，按规定程序进行全程处置。整个演练工作紧张有序，演练过程严肃认真，各个环节配合密切。,演练结束后，负责指挥演练的各工作组负责人及相关人员现场召开讨论总结会，对演练环节中存在的不足提出了相应的整改建议，要求疫情防控各相关小组要针对演练过程发现的问题再次进行认真梳理、总结，对学校疫情防控工作进一步加以完善。,演练现场",【防控疫情】柳州校区举行疫情防控应急演练
"发布日期：2020-03-26    作者：杨正浪     来源：网络与教育技术中心
        点击：",http://www.gxstnu.edu.cn/info/1024/10010.htm,"3月24日，我校网信办召开2020年工作布置会线上会议，副校长李栋学及网信办主任陈杰波、网信办副主任韦明珠、李浩、莫建平、莫付欢以及教务处副处长彭业智、网教中心副主任杨正浪参加会议，会议由网信办主任陈杰波主持。,会上，李栋学副校长指出，今年网信办要把握好关键工作，适当提高起步标准。网信办的职能定位、管理范围和工作内容要依据学校相关文件来细化、完善和补充；2020年度网信办主要工作要围绕学校2020年党政工作要点来谋划，要促进网信办的工作动起来；加快推进已列入学校2020年党政工作要点的信息化建设项目，同步征集2020-2021年的信息化建设项目方案。,陈杰波主任简要说明本次会议召开的目的，重点审议网信办工作职责、2020年度网信主要工作和网教中心2020年度信息化建设项目三个议题进行审议，各部门分别就这三个议题提出意见和建议。",学校网信办召开2020年年度工作布置会
"发布日期：2020-03-26    作者：杨新士     来源：党委宣传部
        点击：",http://www.gxstnu.edu.cn/info/1024/10009.htm,"3月25日下午，自治区教育厅召开全区高校及区直中职学校技工学校开学准备工作电视电话会议，自治区新冠肺炎疫情防控工作领导小组指挥部学校开学工作组组长、自治区党委教育工委书记、教育厅厅长唐咸仅出席会议并讲话，自治区教育厅党组副书记、副厅长、一级巡视员黄雄彪主持会议。,会议现场,根据会议要求，我校在来宾校区科教楼九楼视频会议室设分会场，校领导陈贵英、张鹏、吴江萍、陈翔、蓝海、梁梅、李栋学、胡国强，校长助理宋启军及学校行政教辅部门、二级学院负责人参加会议。,会议现场,自治区党委教育工委书记、教育厅厅长唐咸仅在会上总结了我区教育系统开学准备的各项工作，对当前我区教育系统疫情防控和开学形势进行了分析研判，并对下一阶段开学准备工作进行了部署。,会议强调，一要抓细、抓实、抓落地，扎实做好开学各项准备工作。目前全国、全区的疫情防控形势持续向好，但人员流动和聚集增加带来疫情反弹风险依然存在，特别是国外疫情蔓延带来的输入性风险增加，各学校必须继续毫不放松的抓紧、抓实、抓细各项防控工作，按照自治区印发的各项疫情防控实施方案精准施策，科学防控，进一步细化各项开学准备工作方案，确保师生的生命安全和身体健康。二要提前研究谋划，做好教学安排。新冠肺炎疫情突发导致无法正常开学，对学校的教学安排、学生实习、学生毕业等方面的工作都带来了较大影响，各级院校要抓紧研究对策，尽量将疫情的影响降到最小，切实做好线上线下教学的衔接工作，在保证教学质量的同时确保前期的线上教学与开学后教学工作的衔接。同时，针对学习困难学生、毕业生实习、毕业论文、毕业设计等方面做好各项预案，加大帮扶力度，灵活施策。三要压紧压实责任，确保开学安全有序。各校各有关部门要增加大局意识，层层压实责任，扎实做好开学准备的各项工作，建立健全学校、院系、班级、宿舍、个人五级疫情防控工作体系，明确校园管理、健康检测、交通组织、心理疏导、物资保障、应急处置、安全保卫、后勤保障等具体开学工作任务。各校各部门要进一步加强部门联动和沟通协调，充分发挥好联防联控机制的作用，各司其职，共同做好开学工作。,会上，桂林理工大学、河池学院等6所学校分别作交流发言。",【防控疫情】学校组织参加全区高校及区直中职学校技工学校开学准备工作电视电话会议
"发布日期：2020-03-26    作者：张凤娴     来源：财务处
        点击：",http://www.gxstnu.edu.cn/info/1024/10011.htm,"3月25日，柳州银行股份有限公司来宾分行向我校捐赠防疫物资50公斤84消毒液、1250个一次性医用口罩。,爱心捐赠仪式在来宾校区门前举行，柳州银行股份有限公司来宾分行杨俊副行长、蒋丹程主任、余虹静经理助理将捐赠的物资运送至来宾校区，学校国有资产管理处处长廖政达、副处长李广、财务处陈忠副处长代表学校接收了捐赠物资，并向柳州银行致以感谢信。,柳州银行股份有限公司给我校智慧校园、校园一卡通、财务综合服务平台等建设提供大力支持，此次了解到学校防疫物资紧缺，特筹集口罩、84消毒液等防疫物资赠送给学校，缓解我校防疫物资缺乏的状况，增强了校企双方抗击疫情的信心与力量。",【防控疫情】柳州银行股份有限公司向我校捐赠防疫物资
"发布日期：2020-03-27    作者：韦明珠     来源：党委办公室
        点击：",http://www.gxstnu.edu.cn/info/1024/10014.htm,"3月27日上午，学校党委书记陈贵英深入一线实地检查我校疫情防控情况和春季学期开学准备工作。,在校门口，陈贵英书记首先检查了校门管控情况，以一名普通教职工身份，经出示工作牌、扫码、测量体温后进入校园。陈书记要求保卫人员要严格执行校门管控规定，做到认真查验、仔细询问、详细登记、全员测温、礼貌待人，确保从校园第一关口封堵疫情。,随后，陈贵英书记还到有关部门、学院和隔离场所实地检查工作情况。陈书记强调，各单位、各部门要进一步提高政治站位，加强组织领导，认真落实学校各项决策部署，切实把工作抓实、抓细、抓落地，做到疫情防控和开学两不误。",【防控疫情】学校党委书记陈贵英深入一线检查疫情防控情况和开学准备工作
